LEVEL 0;;LEVEL 1;;LEVEL 2;;LEVEL 3;;LEVEL 4;;;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39650-00;Видалення ураженої ділянки з середньої черепної та підскроневої ямок;Pulmonary arterial pressure monitoring;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39653-00;Видалення ураженої ділянки петроклівальної області та схилу;Central venous pressure monitoring;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39658-00;Висічення ураженої ділянки схилу;Systemic arterial pressure monitoring;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39660-02;Висічення ураженої ділянки кавернозної пазухи;Examination and recording of wave forms of peripheral veins in 1 or more extremities at rest using CW Doppler or pulsed Doppler;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39662-02;Висічення ураженої ділянки великого отвору;Examination and recording of wave forms of peripheral veins in 1 or more extremities using plethysmography;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;41581-00;Видалення ураженої ділянки з підскроневої ямки;Examination and recording of wave forms of peripheral veins in lower extremities during and following exercise, using infrared photoplethysmography;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;90032-00;Видалення ураженої ділянки з задньої черепної ямки;Measurement of systolic arterial pressure indices bilaterally and assessment of arterial wave forms in lower extremities;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);19;Вентрикулостомія;40000-00;Вентрикулоцистерностомія;Measurement of systolic arterial pressure indices bilaterally and assessment of arterial wave forms in upper extremities;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);19;Вентрикулостомія;40012-00;Ендоскопічна вентрикулостомія третього шлуночка;Measurement of systolic arterial pressure indices bilaterally at rest and following exercise in lower extremities;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);19;Вентрикулостомія;40012-01;Вентрикулостомія третього шлуночка;Examination and recording of wave forms of intracranial arterial circulation using transcranial Doppler;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);20;Відновлення твердої мозкової оболонки;39615-00;Відновлення твердої мозкової оболонки за допомогою краніотомії;Measurement of digital temperature;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);20;Відновлення твердої мозкової оболонки;39615-01;Відновлення твердої мозкової оболонки за допомогою краніотомії з краніопластикою;Other electrocardiography [ECG];
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);21;Екстра-інтракраніальне шунтування;39818-00;Екстра-інтракраніальне шунтування за допомогою поверхневої скроневої артерії;Ambulatory continuous ECG recording;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);21;Екстра-інтракраніальне шунтування;39821-00;Екстра-інтракраніальне шунтування за допомогою підшкірної вени;Holter ambulatory continuous ECG recording;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);21;Екстра-інтракраніальне шунтування;90006-00;Екстра-інтракраніальне шунтування за допомогою променевої артерії;Patient activated ambulatory ECG monitoring, recording for at least 20 seconds prior to and 15 seconds after each activation;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);22;Інше відновлення головного мозку або його оболонок;39800-01;Укріплення церебральної аневризми;Patient activated ambulatory ECG monitoring, recording for at least 30 seconds after each activation;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);22;Інше відновлення головного мозку або його оболонок;40109-00;Усунення мозкової грижі;Cardiovascular stress test;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);22;Інше відновлення головного мозку або його оболонок;40339-00;Закриття засувки;Signal averaged ECG recording;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;9;РЕКОНСТРУКЦІЯ;23;Краніопластика;40600-00;Краніопластика з установкою черепної пластини;Blood dye - dilution indicator test;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;9;РЕКОНСТРУКЦІЯ;23;Краніопластика;40600-01;Краніопластика з використанням кісткового трансплантата;Testing of other cardiac pacemaker;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;9;РЕКОНСТРУКЦІЯ;23;Краніопластика;40600-02;Краніопластика з використанням черепного клаптя;Testing of atrioventricular [AV] sequential, rate responsive or antitachycardia cardiac pacemaker;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;9;РЕКОНСТРУКЦІЯ;23;Краніопластика;40600-03;Інша краніопластика;Patient activated implantable cardiac event monitoring;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;10;РЕВІЗІЯ;24;Ревізія внутрішньочерепного шунта для спинномозкової рідини;40009-00;Ревізія вентрикулярного шунта;Upright tilt table testing;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;10;РЕВІЗІЯ;24;Ревізія внутрішньочерепного шунта для спинномозкової рідини;40009-01;Ревізія цистернального шунта;Testing of cardiac defibrillator;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39606-00;Підняття вдавлених фрагментів закритого перелому черепа;Oesophageal motility test;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39606-01;Репозиція закритого перелому черепа;Measurement of gastro-oesophageal reflux involving 24 hour pH monitoring;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39609-00;Хірургічна обробка складного перелому черепа;Panendoscopy via camera capsule;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39609-01;Підняття вдавлених фрагментів при складному переломі складного перелому черепа;Anal manometry;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39609-02;Репозиція складного перелому черепа;Measurement of anorectal sensation;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39612-00;Підняття вдавлених фрагментів складного перелому черепа з відновленням твердої мозкової оболонки та головного мозку;Measurement of rectosphincteric reflex;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39612-01;Репозиція складного перелому черепа з відновленням твердої мозкової оболонки та головного мозку;Measurement of pudendal and spinal nerve motor latency;
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;27;Функціональна внутрішньочерепна стереотаксична процедура;40801-00;Функціональна внутрішньочерепна стереотаксична процедура;Electromyography of pelvic floor and anal sphincter muscles;
