Клас;Назва;Вісь анатомічної локалізації;Назва;Вісь процедурної типології;Назва;Вісь блоків ;Назва;Код;Назва UKR;Назва ENG
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39653-00;Видалення ураженої ділянки петроклівальної області та схилу;Removal of lesion of petroclivus and clivus
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39658-00;Висічення ураженої ділянки схилу;Excision of lesion of clivus
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39660-02;Висічення ураженої ділянки кавернозної пазухи;Excision of lesion of cavernous sinus
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;39662-02;Висічення ураженої ділянки великого отвору;Excision of lesion of foramen magnum
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;41581-00;Видалення ураженої ділянки з підскроневої ямки;Removal of lesion involving infratemporal fossa
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;5;ВИСІЧЕННЯ;17;Хірургічна операція на основі черепа у зв’язку з ураженням;90032-00;Видалення ураженої ділянки з задньої черепної ямки;Removal of lesion involving posterior cranial fossa
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);19;Вентрикулостомія;40000-00;Вентрикулоцистерностомія;Ventriculocisternostomy
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);19;Вентрикулостомія;40012-00;Ендоскопічна вентрикулостомія третього шлуночка;Endoscopic third ventriculostomy
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);19;Вентрикулостомія;40012-01;Вентрикулостомія третього шлуночка;Third ventriculostomy
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);20;Відновлення твердої мозкової оболонки;39615-00;Відновлення твердої мозкової оболонки за допомогою краніотомії;Repair of dura of brain via craniotomy
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);20;Відновлення твердої мозкової оболонки;39615-01;Відновлення твердої мозкової оболонки за допомогою краніотомії з краніопластикою;Repair of dura of brain via craniotomy with cranioplasty
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);21;Екстра-інтракраніальне шунтування;39818-00;Екстра-інтракраніальне шунтування за допомогою поверхневої скроневої артерії;Extracranial to intracranial bypass with superficial temporal artery graft
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);21;Екстра-інтракраніальне шунтування;39821-00;Екстра-інтракраніальне шунтування за допомогою підшкірної вени;Extracranial to intracranial bypass with saphenous vein graft
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);21;Екстра-інтракраніальне шунтування;90006-00;Екстра-інтракраніальне шунтування за допомогою променевої артерії;Extracranial to intracranial bypass with radial artery graft
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);22;Інше відновлення головного мозку або його оболонок;39800-01;Укріплення церебральної аневризми;Reinforcement of cerebral aneurysm
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);22;Інше відновлення головного мозку або його оболонок;40109-00;Усунення мозкової грижі;Repair of encephalocele
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;8;ВІДНОВЛЕННЯ (ВИПРАВЛЕННЯ);22;Інше відновлення головного мозку або його оболонок;40339-00;Закриття засувки;Plugging of obex
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;9;РЕКОНСТРУКЦІЯ;23;Краніопластика;40600-00;Краніопластика з установкою черепної пластини;Cranioplasty with insertion of skull plate
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;9;РЕКОНСТРУКЦІЯ;23;Краніопластика;40600-01;Краніопластика з використанням кісткового трансплантата;Cranioplasty with bone graft
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;9;РЕКОНСТРУКЦІЯ;23;Краніопластика;40600-02;Краніопластика з використанням черепного клаптя;Cranioplasty with skull flap
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;9;РЕКОНСТРУКЦІЯ;23;Краніопластика;40600-03;Інша краніопластика;Other cranioplasty
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;10;РЕВІЗІЯ;24;Ревізія внутрішньочерепного шунта для спинномозкової рідини;40009-00;Ревізія вентрикулярного шунта;Revision of ventricular shunt
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;10;РЕВІЗІЯ;24;Ревізія внутрішньочерепного шунта для спинномозкової рідини;40009-01;Ревізія цистернального шунта;Revision of cisternal shunt
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39606-00;Підняття вдавлених фрагментів закритого перелому черепа;Elevation of closed skull fracture
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39606-01;Репозиція закритого перелому черепа;Reduction of closed skull fracture
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39609-00;Хірургічна обробка складного перелому черепа;Debridement of compound skull fracture
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39609-01;Підняття вдавлених фрагментів при складному переломі складного перелому черепа;Elevation of compound skull fracture
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39609-02;Репозиція складного перелому черепа;Reduction of compound skull fracture
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39612-00;Підняття вдавлених фрагментів складного перелому черепа з відновленням твердої мозкової оболонки та головного мозку;Elevation of compound skull fracture with repair of dura and brain
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;25;Процедури, пов’язані з переломом черепа;39612-01;Репозиція складного перелому черепа з відновленням твердої мозкової оболонки та головного мозку;Reduction of compound skull fracture with repair of dura and brain
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;27;Функціональна внутрішньочерепна стереотаксична процедура;40801-00;Функціональна внутрішньочерепна стереотаксична процедура;Functional intracranial stereotactic procedure
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;28;Інші процедури на черепі, головному мозку та його оболонках;90007-00;Інші діагностичні процедури на черепі, головному мозку та його оболонках;Other diagnostic procedures on skull, brain or cerebral meninges
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;28;Інші процедури на черепі, головному мозку та його оболонках;90007-01;Інші процедури на черепі;Other procedures on skull
Клас 1;ПРОЦЕДУРИ НА НЕРВОВІЙ СИСТЕМІ ;1;ЧЕРЕП, ОБОЛОНКИ МОЗКУ ТА ГОЛОВНИЙ МОЗОК ;12;ІНШІ ПРОЦЕДУРИ;28;Інші процедури на черепі, головному мозку та його оболонках;90007-02;Інші процедури на головному мозку або його оболонках;Other procedures on brain or cerebral meninges
